DayN[]	Datecode[]	Min[]	Veg[]	Plot[]	Group[]	CorrCO2[]	SoilT[]
1326	39	30	1	8	1475	681.77	295.4
1326	39	45	1	8	1475	799.38	295.4
1326	39	0	1	19	1476	1110.61	295.4
1326	39	30	1	19	1476	1307.94	295.4
1326	39	0	1	3	1477	418.25	293.9
1326	39	15	1	3	1477	524.25	293.9
1326	39	30	1	3	1477	662.37	293.9
1326	39	45	1	3	1477	703.95	293.9
1326	39	0	1	24	1478	452.35	299.3
1326	39	15	1	24	1478	668.4	299.3
1326	39	30	1	24	1478	765.89	299.3
1326	39	45	1	24	1478	964.95	299.3
1326	39	0	1	27	1479	454.82	293.9
1326	39	15	1	27	1479	720.69	293.9
1326	39	30	1	27	1479	1164.4	293.9
1326	39	45	1	27	1479	1434.96	293.9
1326	39	0	1	4	1480	437.31	293.9
1326	39	15	1	4	1480	650.95	293.9
1326	39	30	1	4	1480	704.74	293.9
1326	39	45	1	4	1480	872.07	293.9
1326	39	0	1	12	1481	635.69	293.9
1326	39	15	1	12	1481	911.5	293.9
1326	39	30	1	12	1481	1015.06	293.9
1326	39	45	1	12	1481	1068.52	293.9
1326	39	0	1	13	1482	506.28	293.9
1326	39	15	1	13	1482	736.18	293.9
1326	39	30	1	13	1482	969.92	293.9
1326	39	45	1	13	1482	983.44	293.9
1326	39	0	1	25	1483	424.97	293.9
1326	39	15	1	25	1483	518.92	293.9
1326	39	45	1	25	1483	579.73	293.9
1326	39	0	1	28	1484	467.34	299.3
1326	39	15	1	28	1484	897.13	299.3
1326	39	30	1	28	1484	945.86	299.3
1326	39	45	1	28	1484	1100.32	299.3
1326	39	0	1	9	1485	422.68	295.4
1326	39	15	1	9	1485	527.24	295.4
1326	39	30	1	9	1485	653.47	295.4
1326	39	45	1	9	1485	723.17	295.4
1326	39	0	2	6	1486	449.28	300.8
1326	39	15	2	6	1486	551.76	300.8
1326	39	30	2	6	1486	629.12	300.8
1326	39	45	2	6	1486	698.74	300.8
1326	39	0	2	18	1487	913.41	305.5
1326	39	15	2	18	1487	1120.37	305.5
1326	39	30	2	18	1487	1113.85	305.5
1326	39	0	2	14	1488	809.86	304
1326	39	15	2	14	1488	980.16	304
1326	39	30	2	14	1488	1124.97	304
1326	39	45	2	14	1488	1246.84	304
1326	39	0	2	10	1489	484.05	305.5
1326	39	15	2	10	1489	671.13	305.5
1326	39	30	2	10	1489	828.63	305.5
1326	39	45	2	10	1489	951.08	305.5
1326	39	0	2	15	1490	857.8	299.3
1326	39	15	2	15	1490	959.96	299.3
1326	39	30	2	15	1490	1089.81	299.3
1326	39	45	2	15	1490	1126.89	299.3
1326	39	0	2	5	1491	460.74	299.3
1326	39	15	2	5	1491	617.66	299.3
1326	39	30	2	5	1491	697.57	299.3
1326	39	45	2	5	1491	755.43	299.3
1326	39	0	2	20	1492	1111.66	300.8
1326	39	15	2	20	1492	1239.18	300.8
1326	39	30	2	20	1492	1319.69	300.8
1326	39	45	2	20	1492	1397.38	300.8
1326	39	0	2	11	1493	996.41	304
1326	39	15	2	11	1493	1110.39	304
1326	39	30	2	11	1493	1373.2	304
1326	39	45	2	11	1493	1431.77	304
1326	39	0	2	1	1494	504.99	299.3
1326	39	15	2	1	1494	508.08	299.3
1326	39	30	2	1	1494	612.66	299.3
1326	39	45	2	1	1494	666.59	299.3
1326	39	0	2	7	1495	459.25	299.3
1326	39	15	2	7	1495	609.65	299.3
1326	39	30	2	7	1495	709.46	299.3
1326	39	45	2	7	1495	803.64	299.3
1326	39	0	2	2	1496	481.71	300.8
1326	39	15	2	2	1496	638.55	300.8
1326	39	30	2	2	1496	743.99	300.8
1326	39	45	2	2	1496	830.1	300.8
1326	39	0	2	16	1497	1367.77	300.8
1326	39	15	2	16	1497	1427.04	300.8
1326	39	0	2	17	1498	1165.99	295.4
1326	39	15	2	17	1498	1394.86	295.4
1326	39	30	2	17	1498	1548.86	295.4
1326	39	45	2	17	1498	1703.82	295.4
1326	39	0	2	8	1499	426.42	295.4
1326	39	15	2	8	1499	559.02	295.4
1326	39	30	2	8	1499	664	295.4
1326	39	45	2	8	1499	742.32	295.4
1326	39	0	2	19	1500	1360.53	295.4
1326	39	15	2	19	1500	1445.08	295.4
1326	39	30	2	19	1500	1543.53	295.4
1326	39	45	2	19	1500	1684.6	295.4
1326	39	0	2	3	1501	434.72	293.9
1326	39	15	2	3	1501	550.94	293.9
1326	39	30	2	3	1501	646.52	293.9
1326	39	45	2	3	1501	738.69	293.9
1326	39	0	2	4	1502	435.33	293.9
1326	39	15	2	4	1502	565.3	293.9
1326	39	30	2	4	1502	670.05	293.9
1326	39	45	2	4	1502	740.53	293.9
1326	39	0	2	12	1503	857	293.9
1326	39	15	2	12	1503	1185.07	293.9
1326	39	30	2	12	1503	1291.2	293.9
1326	39	45	2	12	1503	1388.45	293.9
1326	39	0	2	13	1504	706.77	293.9
1326	39	15	2	13	1504	1250.03	293.9
1326	39	30	2	13	1504	1434.68	293.9
1326	39	45	2	13	1504	1557.31	293.9
1326	39	0	2	9	1505	423.78	295.4
1326	39	15	2	9	1505	539.94	295.4
1326	39	30	2	9	1505	596.44	295.4
1326	39	45	2	9	1505	637.19	295.4
1343	40	0	1	6	1506	469.55	304
1343	40	15	1	6	1506	667.09	304
1343	40	30	1	6	1506	788.52	304
1343	40	45	1	6	1506	951.21	304
1343	40	0	1	18	1507	705.92	306
1343	40	15	1	18	1507	979.44	306
1343	40	30	1	18	1507	1125.66	306
1343	40	45	1	18	1507	1220.55	306
1343	40	0	1	14	1508	897.71	304.5
1343	40	15	1	14	1508	1162.11	304.5
1343	40	30	1	14	1508	1347.78	304.5
1343	40	45	1	14	1508	1457.27	304.5
1343	40	0	1	10	1509	441.77	306
1343	40	15	1	10	1509	649.83	306
1343	40	30	1	10	1509	727.27	306
1343	40	45	1	10	1509	928.33	306
1343	40	0	1	29	1510	454.21	304.5
1343	40	15	1	29	1510	694.86	304.5
1343	40	30	1	29	1510	1026.31	304.5
1343	40	0	1	30	1511	492.24	304.5
1343	40	15	1	30	1511	870.46	304.5
1343	40	30	1	30	1511	1106.53	304.5
1343	40	45	1	30	1511	1297.17	304.5
1343	40	0	1	15	1512	608	302.5
1343	40	15	1	15	1512	1059.34	302.5
1343	40	30	1	15	1512	1252.29	302.5
1343	40	45	1	15	1512	1390.67	302.5
1343	40	0	1	5	1513	469.36	302.5
1343	40	15	1	5	1513	755.89	302.5
1343	40	30	1	5	1513	930.4	302.5
1343	40	0	1	20	1514	887.59	304
1343	40	15	1	20	1514	1642.69	304
1343	40	30	1	20	1514	2056.46	304
1343	40	0	1	21	1515	446.74	304.5
1343	40	15	1	21	1515	832.56	304.5
1343	40	30	1	21	1515	1114.08	304.5
1343	40	45	1	21	1515	1290.78	304.5
1343	40	0	1	11	1516	611.43	302.5
1343	40	15	1	11	1516	1034.51	302.5
1343	40	30	1	11	1516	1234.51	302.5
1343	40	45	1	11	1516	1422.29	302.5
1343	40	0	1	1	1517	446.7	302.5
1343	40	15	1	1	1517	719.16	302.5
1343	40	45	1	1	1517	1060.64	302.5
1343	40	0	1	7	1518	462.47	304
1343	40	15	1	7	1518	697.69	304
1343	40	30	1	7	1518	839.5	304
1343	40	45	1	7	1518	981.33	304
1343	40	0	1	2	1519	457.74	304.5
1343	40	15	1	2	1519	770.71	304.5
1343	40	30	1	2	1519	982.2	304.5
1343	40	45	1	2	1519	1163.22	304.5
1343	40	0	1	22	1520	447.73	304.5
1343	40	15	1	22	1520	723.49	304.5
1343	40	30	1	22	1520	920.77	304.5
1343	40	45	1	22	1520	1062.62	304.5
1343	40	0	1	23	1521	446.61	304.5
1343	40	15	1	23	1521	443.91	304.5
1343	40	30	1	23	1521	461.51	304.5
1343	40	45	1	23	1521	489.54	304.5
1343	40	0	1	26	1522	467.44	304.5
1343	40	15	1	26	1522	1082.65	304.5
1343	40	30	1	26	1522	1482.17	304.5
1343	40	45	1	26	1522	1802.88	304.5
1343	40	0	1	16	1523	722.74	304
1343	40	15	1	16	1523	1247.55	304
1343	40	30	1	16	1523	1562.31	304
1343	40	45	1	16	1523	1832.76	304
1343	40	0	1	17	1524	608.62	303.6
1343	40	15	1	17	1524	1017.76	303.6
1343	40	30	1	17	1524	1360.85	303.6
1343	40	45	1	17	1524	1616.06	303.6
1343	40	0	1	8	1525	442.11	303.6
1343	40	15	1	8	1525	617.07	303.6
1343	40	30	1	8	1525	762.29	303.6
1343	40	45	1	8	1525	878.11	303.6
1343	40	0	1	19	1526	602.87	303.6
1343	40	15	1	19	1526	1016.23	303.6
1343	40	30	1	19	1526	1419.45	303.6
1343	40	45	1	19	1526	1643.9	303.6
1343	40	0	1	3	1527	447.35	302.1
1343	40	15	1	3	1527	683.71	302.1
1343	40	30	1	3	1527	819.88	302.1
1343	40	45	1	3	1527	910.74	302.1
1343	40	0	1	24	1528	454.87	302.5
1343	40	15	1	24	1528	806.67	302.5
1343	40	30	1	24	1528	1015.98	302.5
1343	40	45	1	24	1528	1198.74	302.5
1343	40	0	1	27	1529	446.44	302.1
1343	40	15	1	27	1529	759.04	302.1
1343	40	30	1	27	1529	973.14	302.1
1343	40	45	1	27	1529	1124.09	302.1
1343	40	0	1	4	1530	460.25	302.1
1343	40	15	1	4	1530	696.89	302.1
1343	40	30	1	4	1530	865.07	302.1
1343	40	45	1	4	1530	1005.36	302.1
1343	40	0	1	12	1531	1030.52	302.1
1343	40	15	1	12	1531	1360.69	302.1
1343	40	30	1	12	1531	1643.06	302.1
1343	40	45	1	12	1531	1915.62	302.1
1343	40	0	1	13	1532	649.57	302.1
1343	40	15	1	13	1532	958.21	302.1
1343	40	30	1	13	1532	1369.78	302.1
1343	40	45	1	13	1532	1455.27	302.1
1343	40	0	1	25	1533	444.2	302.1
1343	40	15	1	25	1533	648.35	302.1
1343	40	30	1	25	1533	714.36	302.1
1343	40	45	1	25	1533	800.82	302.1
1343	40	0	1	28	1534	547.61	302.5
1343	40	15	1	28	1534	746.1	302.5
1343	40	30	1	28	1534	873.33	302.5
1343	40	45	1	28	1534	994.63	302.5
1343	40	0	1	9	1535	465.87	303.6
1343	40	15	1	9	1535	691.23	303.6
1343	40	30	1	9	1535	817.21	303.6
1343	40	45	1	9	1535	908.68	303.6
1343	40	0	2	6	1536	480.83	304
1343	40	15	2	6	1536	567.9	304
1343	40	30	2	6	1536	651.44	304
1343	40	45	2	6	1536	730.69	304
1343	40	0	2	18	1537	1254.21	306
1343	40	15	2	18	1537	1230.25	306
1343	40	30	2	18	1537	1332.48	306
1343	40	45	2	18	1537	1364.82	306
1343	40	0	2	14	1538	620.35	304.5
1343	40	15	2	14	1538	783.71	304.5
1343	40	30	2	14	1538	927.1	304.5
1343	40	45	2	14	1538	1021	304.5
1343	40	0	2	10	1539	442.91	306
1343	40	15	2	10	1539	542.25	306
1343	40	30	2	10	1539	609.65	306
1343	40	45	2	10	1539	685.44	306
1343	40	15	2	15	1540	1739.25	302.5
1343	40	30	2	15	1540	1785.84	302.5
1343	40	45	2	15	1540	1777.96	302.5
1343	40	0	2	5	1541	502.61	302.5
1343	40	15	2	5	1541	578.81	302.5
1343	40	30	2	5	1541	658.12	302.5
1343	40	45	2	5	1541	714.6	302.5
1343	40	0	2	20	1542	666.71	304
1343	40	15	2	20	1542	903.57	304
1343	40	30	2	20	1542	1056.19	304
1343	40	45	2	20	1542	1153.84	304
1343	40	0	2	11	1543	1324.83	304.5
1343	40	15	2	11	1543	1440.2	304.5
1343	40	30	2	11	1543	1606.55	304.5
1343	40	45	2	11	1543	1677.11	304.5
1343	40	0	2	1	1544	457.51	302.5
1343	40	15	2	1	1544	542.61	302.5
1343	40	30	2	1	1544	601.42	302.5
1343	40	45	2	1	1544	670.57	302.5
1343	40	0	2	7	1545	492.52	302.5
1343	40	15	2	7	1545	588.82	302.5
1343	40	30	2	7	1545	683.06	302.5
1343	40	45	2	7	1545	771.94	302.5
1343	40	0	2	2	1546	480.56	304
1343	40	15	2	2	1546	675.98	304
1343	40	30	2	2	1546	842.48	304
1343	40	45	2	2	1546	987.1	304
1343	40	0	2	16	1547	736.87	304
1343	40	30	2	16	1547	882.72	304
1343	40	15	2	17	1548	680.95	303.6
1343	40	30	2	17	1548	688.59	303.6
1343	40	45	2	17	1548	1160.15	303.6
1343	40	0	2	8	1549	454.35	303.6
1343	40	15	2	8	1549	563.14	303.6
1343	40	30	2	8	1549	677.85	303.6
1343	40	45	2	8	1549	753.94	303.6
1343	40	0	2	19	1550	985.34	303.6
1343	40	15	2	19	1550	1237.18	303.6
1343	40	30	2	19	1550	1404.33	303.6
1343	40	45	2	19	1550	1520.39	303.6
1343	40	0	2	3	1551	452.41	302.1
1343	40	15	2	3	1551	555.94	302.1
1343	40	30	2	3	1551	631.34	302.1
1343	40	45	2	3	1551	685.41	302.1
1343	40	0	2	4	1552	458.25	302.1
1343	40	15	2	4	1552	557.06	302.1
1343	40	30	2	4	1552	618.64	302.1
1343	40	45	2	4	1552	674.1	302.1
1343	40	0	2	12	1553	722.12	302.1
1343	40	15	2	12	1553	982.05	302.1
1343	40	30	2	12	1553	1214.31	302.1
1343	40	45	2	12	1553	1533.49	302.1
1343	40	0	2	13	1554	635.27	302.1
1343	40	15	2	13	1554	949.06	302.1
1343	40	30	2	13	1554	1089.95	302.1
1343	40	45	2	13	1554	1258.86	302.1
1343	40	0	2	9	1555	473.57	303.6
1343	40	15	2	9	1555	559.11	303.6
1343	40	30	2	9	1555	601.61	303.6
1343	40	45	2	9	1555	684.59	303.6
1357	41	15	1	6	1556	651.81	295.9
1357	41	30	1	6	1556	767.66	295.9
1357	41	45	1	6	1556	895	295.9
1357	41	0	1	18	1557	570.12	300.3
1357	41	15	1	18	1557	960.6	300.3
1357	41	30	1	18	1557	1188.41	300.3
1357	41	45	1	18	1557	1301.48	300.3
1357	41	0	1	14	1558	1716.17	298.8
1357	41	45	1	14	1558	2026.81	298.8
1357	41	0	1	10	1559	455.83	300.3
1357	41	15	1	10	1559	951.24	300.3
1357	41	30	1	10	1559	1260.97	300.3
1357	41	45	1	10	1559	1503.25	300.3
1357	41	0	1	29	1560	437.37	298.8
1357	41	15	1	29	1560	890.9	298.8
1357	41	30	1	29	1560	1176.6	298.8
1357	41	45	1	29	1560	1476.7	298.8
1357	41	0	1	30	1561	445.2	298.8
1357	41	15	1	30	1561	844.5	298.8
1357	41	30	1	30	1561	1104.57	298.8
1357	41	45	1	30	1561	1321.75	298.8
1357	41	0	1	15	1562	808.52	294.4
1357	41	15	1	15	1562	1356.24	294.4
1357	41	30	1	15	1562	1704.22	294.4
1357	41	45	1	15	1562	1924.08	294.4
1357	41	0	1	5	1563	440.27	294.4
1357	41	15	1	5	1563	764.93	294.4
1357	41	30	1	5	1563	968.83	294.4
1357	41	45	1	5	1563	1111.65	294.4
1357	41	0	1	20	1564	614.08	295.9
1357	41	15	1	20	1564	1169.81	295.9
1357	41	30	1	20	1564	1607.39	295.9
1357	41	45	1	20	1564	1928.81	295.9
1357	41	0	1	21	1565	436.41	298.8
1357	41	15	1	21	1565	840.36	298.8
1357	41	30	1	21	1565	1134.98	298.8
1357	41	45	1	21	1565	1384.3	298.8
1357	41	0	1	11	1566	758.25	294.4
1357	41	15	1	11	1566	1121.13	294.4
1357	41	30	1	11	1566	1349.14	294.4
1357	41	45	1	11	1566	1579.94	294.4
1357	41	0	1	1	1567	426.3	294.4
1357	41	15	1	1	1567	750.48	294.4
1357	41	45	1	1	1567	1114.47	294.4
1357	41	0	1	7	1568	424.54	295.9
1357	41	15	1	7	1568	751.19	295.9
1357	41	30	1	7	1568	964.22	295.9
1357	41	45	1	7	1568	1139.48	295.9
1357	41	0	1	2	1569	431.73	298.8
1357	41	15	1	2	1569	817.86	298.8
1357	41	30	1	2	1569	1053.5	298.8
1357	41	45	1	2	1569	1253.84	298.8
1357	41	0	1	22	1570	458.21	298.8
1357	41	15	1	22	1570	814.35	298.8
1357	41	30	1	22	1570	1018.86	298.8
1357	41	45	1	22	1570	1263.72	298.8
1357	41	0	1	23	1571	444.7	298.8
1357	41	15	1	23	1571	840.53	298.8
1357	41	30	1	23	1571	1083.39	298.8
1357	41	45	1	23	1571	1322.66	298.8
1357	41	0	1	26	1572	465.77	298.8
1357	41	15	1	26	1572	1043.4	298.8
1357	41	30	1	26	1572	1440.05	298.8
1357	41	45	1	26	1572	1777.22	298.8
1357	41	0	1	16	1573	745.04	295.9
1357	41	15	1	16	1573	1116.76	295.9
1357	41	30	1	16	1573	1387.75	295.9
1357	41	45	1	16	1573	1590.79	295.9
1357	41	0	1	17	1574	549.81	295.2
1357	41	15	1	17	1574	1080.94	295.2
1357	41	30	1	17	1574	1418.68	295.2
1357	41	45	1	17	1574	1685.07	295.2
1357	41	0	1	8	1575	445.61	295.2
1357	41	15	1	8	1575	741.29	295.2
1357	41	30	1	8	1575	994.2	295.2
1357	41	45	1	8	1575	1143.74	295.2
1357	41	0	1	19	1576	687.73	295.2
1357	41	30	1	19	1576	1600.6	295.2
1357	41	45	1	19	1576	1875.04	295.2
1357	41	0	1	3	1577	435.53	293.7
1357	41	15	1	3	1577	786.71	293.7
1357	41	30	1	3	1577	1011.8	293.7
1357	41	45	1	3	1577	1163.37	293.7
1357	41	0	1	24	1578	430.62	294.4
1357	41	15	1	24	1578	787.41	294.4
1357	41	30	1	24	1578	1044.59	294.4
1357	41	45	1	24	1578	1217.12	294.4
1357	41	0	1	27	1579	437.91	293.7
1357	41	15	1	27	1579	760.85	293.7
1357	41	30	1	27	1579	967.78	293.7
1357	41	45	1	27	1579	1088.33	293.7
1357	41	0	1	4	1580	436.7	293.7
1357	41	15	1	4	1580	703.28	293.7
1357	41	30	1	4	1580	902.56	293.7
1357	41	45	1	4	1580	1031.09	293.7
1357	41	0	1	12	1581	523.76	293.7
1357	41	15	1	12	1581	991.12	293.7
1357	41	30	1	12	1581	1206.12	293.7
1357	41	45	1	12	1581	1368.75	293.7
1357	41	0	1	13	1582	641.94	293.7
1357	41	15	1	13	1582	982.86	293.7
1357	41	30	1	13	1582	1149.05	293.7
1357	41	45	1	13	1582	1359.94	293.7
1357	41	0	1	25	1583	450.95	293.7
1357	41	15	1	25	1583	664.13	293.7
1357	41	30	1	25	1583	812.83	293.7
1357	41	45	1	25	1583	935.23	293.7
1357	41	0	1	28	1584	426.34	294.4
1357	41	15	1	28	1584	666.79	294.4
1357	41	30	1	28	1584	860.45	294.4
1357	41	45	1	28	1584	952.79	294.4
1357	41	0	1	9	1585	438.01	295.2
1357	41	15	1	9	1585	701.67	295.2
1357	41	30	1	9	1585	837.22	295.2
1357	41	45	1	9	1585	1035.77	295.2
1357	41	0	2	6	1586	434.62	295.9
1357	41	15	2	6	1586	547.64	295.9
1357	41	30	2	6	1586	642.72	295.9
1357	41	45	2	6	1586	728.38	295.9
1357	41	0	2	18	1587	1074.74	300.3
1357	41	15	2	18	1587	1230.74	300.3
1357	41	30	2	18	1587	1390.54	300.3
1357	41	45	2	18	1587	1509.5	300.3
1357	41	0	2	14	1588	912.28	298.8
1357	41	15	2	14	1588	1192.63	298.8
1357	41	30	2	14	1588	1399.75	298.8
1357	41	45	2	14	1588	1601.57	298.8
1357	41	0	2	10	1589	470.61	300.3
1357	41	15	2	10	1589	652.35	300.3
1357	41	30	2	10	1589	794.72	300.3
1357	41	45	2	10	1589	922.61	300.3
1357	41	0	2	15	1590	1060.58	294.4
1357	41	15	2	15	1590	1174.62	294.4
1357	41	30	2	15	1590	1290.96	294.4
1357	41	45	2	15	1590	1370.57	294.4
1357	41	0	2	5	1591	431.64	294.4
1357	41	15	2	5	1591	579.77	294.4
1357	41	30	2	5	1591	685.83	294.4
1357	41	45	2	5	1591	776.39	294.4
1357	41	15	2	20	1592	1841.7	295.9
1357	41	30	2	20	1592	1838.05	295.9
1357	41	45	2	20	1592	1847.23	295.9
1357	41	0	2	11	1593	1180.72	298.8
1357	41	15	2	11	1593	1332.64	298.8
1357	41	30	2	11	1593	1520.56	298.8
1357	41	45	2	11	1593	1606.12	298.8
1357	41	0	2	1	1594	428.76	294.4
1357	41	15	2	1	1594	559.25	294.4
1357	41	30	2	1	1594	646.48	294.4
1357	41	45	2	1	1594	725.69	294.4
1357	41	0	2	7	1595	448.32	294.4
1357	41	15	2	7	1595	574.44	294.4
1357	41	30	2	7	1595	675.34	294.4
1357	41	45	2	7	1595	753.81	294.4
1357	41	0	2	2	1596	460.67	295.9
1357	41	15	2	2	1596	666.5	295.9
1357	41	30	2	2	1596	878.25	295.9
1357	41	45	2	2	1596	1043.44	295.9
1357	41	0	2	16	1597	996.95	295.9
1357	41	15	2	16	1597	1248.88	295.9
1357	41	30	2	16	1597	1431.52	295.9
1357	41	45	2	16	1597	1609.6	295.9
1357	41	0	2	17	1598	736.73	295.2
1357	41	15	2	17	1598	1185.29	295.2
1357	41	30	2	17	1598	1377.64	295.2
1357	41	45	2	17	1598	1626.44	295.2
1357	41	0	2	8	1599	440.36	295.2
1357	41	15	2	8	1599	565.96	295.2
1357	41	30	2	8	1599	695.63	295.2
1357	41	45	2	8	1599	788.77	295.2
1357	41	0	2	19	1600	917.7	295.2
1357	41	15	2	19	1600	1218.3	295.2
1357	41	30	2	19	1600	1396.29	295.2
1357	41	45	2	19	1600	1526.21	295.2
1357	41	0	2	3	1601	437.12	293.7
1357	41	15	2	3	1601	553.03	293.7
1357	41	30	2	3	1601	641.86	293.7
1357	41	45	2	3	1601	719.08	293.7
1357	41	0	2	4	1602	425.45	293.7
1357	41	15	2	4	1602	531.64	293.7
1357	41	30	2	4	1602	608.46	293.7
1357	41	45	2	4	1602	679.31	293.7
1357	41	0	2	12	1603	774.89	293.7
1357	41	15	2	12	1603	1065.83	293.7
1357	41	30	2	12	1603	1253.76	293.7
1357	41	45	2	12	1603	1395.01	293.7
1357	41	0	2	13	1604	1053.56	293.7
1357	41	15	2	13	1604	1269.44	293.7
1357	41	30	2	13	1604	1428.98	293.7
1357	41	45	2	13	1604	1527.28	293.7
1357	41	0	2	9	1605	427.26	295.2
1357	41	15	2	9	1605	527.47	295.2
1357	41	30	2	9	1605	599.17	295.2
1357	41	45	2	9	1605	655.52	295.2
1371	42	0	1	6	1606	409.43	285.3
1371	42	15	1	6	1606	531.46	285.3
1371	42	30	1	6	1606	608.12	285.3
1371	42	45	1	6	1606	645.73	285.3
1371	42	0	1	18	1607	591.99	287.4
1371	42	15	1	18	1607	712.72	287.4
1371	42	30	1	18	1607	806.93	287.4
1371	42	45	1	18	1607	903.68	287.4
1371	42	0	1	14	1608	683.13	285.9
1371	42	15	1	14	1608	766.81	285.9
1371	42	30	1	14	1608	790.34	285.9
1371	42	45	1	14	1608	823.73	285.9
1371	42	0	1	10	1609	421.79	287.4
1371	42	15	1	10	1609	485.01	287.4
1371	42	30	1	10	1609	502.92	287.4
1371	42	45	1	10	1609	517.18	287.4
1371	42	0	1	29	1610	417.6	285.9
1371	42	15	1	29	1610	598.66	285.9
1371	42	30	1	29	1610	688.27	285.9
1371	42	45	1	29	1610	709.18	285.9
1371	42	0	1	30	1611	447.85	285.9
1371	42	15	1	30	1611	539.99	285.9
1371	42	30	1	30	1611	584.06	285.9
1371	42	45	1	30	1611	616.4	285.9
1371	42	0	1	15	1612	650.95	283.8
1371	42	15	1	15	1612	738.87	283.8
1371	42	30	1	15	1612	758.17	283.8
1371	42	45	1	15	1612	754.68	283.8
1371	42	0	1	5	1613	412.42	283.8
1371	42	15	1	5	1613	503.34	283.8
1371	42	30	1	5	1613	526.7	283.8
1371	42	45	1	5	1613	532	283.8
1371	42	0	1	20	1614	956.1	285.3
1371	42	15	1	20	1614	1047.62	285.3
1371	42	30	1	20	1614	1153.2	285.3
1371	42	45	1	20	1614	1135.4	285.3
1371	42	0	1	21	1615	406.17	285.9
1371	42	15	1	21	1615	544.31	285.9
1371	42	30	1	21	1615	624.62	285.9
1371	42	45	1	21	1615	679.35	285.9
1371	42	0	1	11	1616	642.73	283.8
1371	42	15	1	11	1616	750.07	283.8
1371	42	30	1	11	1616	758.15	283.8
1371	42	45	1	11	1616	766.33	283.8
1371	42	0	1	1	1617	417.63	283.8
1371	42	15	1	1	1617	522.49	283.8
1371	42	30	1	1	1617	573.41	283.8
1371	42	45	1	1	1617	592.5	283.8
1371	42	0	1	7	1618	419.67	285.3
1371	42	15	1	7	1618	529.67	285.3
1371	42	30	1	7	1618	574.28	285.3
1371	42	45	1	7	1618	605.26	285.3
1371	42	0	1	2	1619	428.86	285.9
1371	42	15	1	2	1619	543.54	285.9
1371	42	30	1	2	1619	573.51	285.9
1371	42	45	1	2	1619	602.21	285.9
1371	42	0	1	22	1620	428.98	285.9
1371	42	15	1	22	1620	584.8	285.9
1371	42	30	1	22	1620	657.94	285.9
1371	42	45	1	22	1620	709.29	285.9
1371	42	0	1	23	1621	420.96	285.9
1371	42	15	1	23	1621	518.83	285.9
1371	42	30	1	23	1621	579.42	285.9
1371	42	45	1	23	1621	584.38	285.9
1371	42	0	1	26	1622	409.96	285.9
1371	42	15	1	26	1622	545.97	285.9
1371	42	30	1	26	1622	542.14	285.9
1371	42	45	1	26	1622	577.32	285.9
1371	42	15	1	16	1623	826.06	285.3
1371	42	30	1	16	1623	857.28	285.3
1371	42	45	1	16	1623	846.6	285.3
1371	42	0	1	17	1624	732.33	282
1371	42	15	1	17	1624	932.85	282
1371	42	30	1	17	1624	1047.51	282
1371	42	45	1	17	1624	1138.23	282
1371	42	0	1	8	1625	400.29	282
1371	42	15	1	8	1625	458.34	282
1371	42	30	1	8	1625	500.22	282
1371	42	45	1	8	1625	527.15	282
1371	42	0	1	19	1626	533.39	282
1371	42	15	1	19	1626	651.77	282
1371	42	30	1	19	1626	730.55	282
1371	42	45	1	19	1626	746.12	282
1371	42	0	1	3	1627	399.95	280.5
1371	42	15	1	3	1627	489.5	280.5
1371	42	30	1	3	1627	523.28	280.5
1371	42	45	1	3	1627	567	280.5
1371	42	0	1	24	1628	400.75	283.8
1371	42	15	1	24	1628	503.22	283.8
1371	42	30	1	24	1628	530.61	283.8
1371	42	45	1	24	1628	604.88	283.8
1371	42	0	1	27	1629	399.37	280.5
1371	42	15	1	27	1629	489.79	280.5
1371	42	30	1	27	1629	535.78	280.5
1371	42	45	1	27	1629	544.34	280.5
1371	42	0	1	4	1630	400.04	280.5
1371	42	15	1	4	1630	531.5	280.5
1371	42	30	1	4	1630	595.01	280.5
1371	42	45	1	4	1630	626.68	280.5
1371	42	0	1	12	1631	1063.14	280.5
1371	42	15	1	12	1631	1254.47	280.5
1371	42	30	1	12	1631	1431.44	280.5
1371	42	0	1	13	1632	697.39	280.5
1371	42	15	1	13	1632	829.89	280.5
1371	42	30	1	13	1632	906.55	280.5
1371	42	45	1	13	1632	935.12	280.5
1371	42	0	1	25	1633	405.59	280.5
1371	42	15	1	25	1633	491.46	280.5
1371	42	30	1	25	1633	524.27	280.5
1371	42	45	1	25	1633	555.45	280.5
1371	42	0	1	28	1634	413.14	283.8
1371	42	15	1	28	1634	465.76	283.8
1371	42	30	1	28	1634	475.65	283.8
1371	42	0	1	9	1635	407.29	282
1371	42	15	1	9	1635	504.84	282
1371	42	30	1	9	1635	549.89	282
1371	42	45	1	9	1635	582.93	282
1371	42	0	2	6	1636	417.88	285.3
1371	42	15	2	6	1636	441.39	285.3
1371	42	30	2	6	1636	470.08	285.3
1371	42	45	2	6	1636	495.29	285.3
1371	42	0	2	18	1637	555	287.4
1371	42	15	2	18	1637	686.39	287.4
1371	42	30	2	18	1637	752.32	287.4
1371	42	45	2	18	1637	799.07	287.4
1371	42	0	2	10	1638	416.25	287.4
1371	42	15	2	10	1638	457.82	287.4
1371	42	30	2	10	1638	543.5	287.4
1371	42	45	2	10	1638	593.81	287.4
1371	42	15	2	15	1639	1044.21	283.8
